"dbn","school_name","year","total_enrollment","grade_pk_half_day_full_day","grade_k","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","female_1","female_2","male_1","male_2","asian_1","asian_2","black_1","black_2","hispanic_1","hispanic_2","multiple_race_categories_not_represented_1","multiple_race_categories_not_represented_2","white_1","white_2","students_with_disabilities_1","students_with_disabilities_2","english_language_learners_1","english_language_learners_2","poverty_1","poverty_2","economic_need_index"
"02M422","Quest to Learn","2015-16","662","0","0","0","0","0","0","0","108","87","117","109","95","81","65","210","31.7","452","68.3","72","10.9","127","19.2","232","35.0","38","5.7","193","29.2","215","32.5","19","2.9","306","46.2","43.4%"
"02M400","High School for Environmental Studies","2017-18","1194","0","0","0","0","0","0","0","0","0","0","299","296","285","314","608","50.9","586","49.1","145","12.1","196","16.4","756","63.3","18","1.5","79","6.6","224","18.8","100","8.4","967","81.0","78.8%"
"02M407","Institute for Collaborative Education","2013-14","468","0","0","0","0","0","0","0","66","66","69","48","75","68","76","231","49.4","237","50.6","36","7.7","56","12.0","80","17.1","42","9.0","254","54.3","31","6.6","2","0.4","112","23.9","No Data"
"02M407","Institute for Collaborative Education","2014-15","482","0","0","0","0","0","0","0","63","72","71","69","61","75","71","232","48.1","250","51.9","32","6.6","70","14.5","75","15.6","33","6.8","272","56.4","35","7.3","0","0.0","91","18.9","26.4%"
"02M407","Institute for Collaborative Education","2015-16","484","0","0","0","0","0","0","0","65","64","73","70","74","61","77","237","49.0","247","51.0","33","6.8","76","15.7","77","15.9","33","6.8","265","54.8","36","7.4","0","0.0","88","18.2","26.5%"
"02M407","Institute for Collaborative Education","2016-17","486","0","0","0","0","0","0","0","68","72","72","65","74","66","69","243","50.0","243","50.0","33","6.8","85","17.5","83","17.1","33","6.8","252","51.9","47","9.7","1","0.2","101","20.8","27.5%"
"02M407","Institute for Collaborative Education","2017-18","492","0","0","0","0","0","0","0","64","68","75","69","70","70","76","230","46.7","262","53.3","34","6.9","94","19.1","82","16.7","26","5.3","256","52.0","52","10.6","4","0.8","123","25.0","32.6%"
"02M408","Professional Performing Arts High School","2013-14","512","0","0","0","0","0","0","0","29","33","33","103","118","99","97","381","74.4","131","25.6","25","4.9","124","24.2","108","21.1","13","2.5","242","47.3","37","7.2","1","0.2","173","33.8","No Data"
"02M408","Professional Performing Arts High School","2014-15","536","0","0","0","0","0","0","0","28","32","33","133","99","113","98","392","73.1","144","26.9","17","3.2","125","23.3","109","20.3","32","6.0","253","47.2","60","11.2","1","0.2","179","33.4","32.7%"
"02M408","Professional Performing Arts High School","2015-16","546","0","0","0","0","0","0","0","33","29","32","109","135","95","113","407","74.5","139","25.5","26","4.8","124","22.7","110","20.1","48","8.8","238","43.6","67","12.3","1","0.2","188","34.4","33.9%"
"02M408","Professional Performing Arts High School","2016-17","544","0","0","0","0","0","0","0","32","33","30","125","103","129","92","411","75.6","133","24.4","35","6.4","105","19.3","108","19.9","73","13.4","223","41.0","80","14.7","0","0.0","158","29.0","33.1%"
"02M408","Professional Performing Arts High School","2017-18","565","0","0","0","0","0","0","0","58","31","33","94","124","99","126","423","74.9","142","25.1","37","6.5","120","21.2","121","21.4","46","8.1","241","42.7","84","14.9","1","0.2","206","36.5","38.5%"
"02M411","Baruch College Campus High School","2013-14","439","0","0","0","0","0","0","0","0","0","0","116","109","107","107","248","56.5","191","43.5","257","58.5","27","6.2","65","14.8","4","0.9","86","19.6","25","5.7","0","0.0","290","66.1","No Data"
"02M411","Baruch College Campus High School","2014-15","451","0","0","0","0","0","0","0","0","0","0","120","116","110","105","269","59.6","182","40.4","246","54.5","28","6.2","65","14.4","6","1.3","106","23.5","45","10.0","1","0.2","269","59.6","46.7%"
"02M411","Baruch College Campus High School","2015-16","445","0","0","0","0","0","0","0","0","0","0","106","118","114","107","251","56.4","194","43.6","221","49.7","26","5.8","57","12.8","7","1.6","134","30.1","60","13.5","1","0.2","226","50.8","41.7%"
"02M411","Baruch College Campus High School","2016-17","440","0","0","0","0","0","0","0","0","0","0","103","109","116","112","262","59.5","178","40.5","198","45.0","20","4.5","63","14.3","10","2.3","149","33.9","68","15.5","2","0.5","190","43.2","35.1%"
"02M411","Baruch College Campus High School","2017-18","460","0","0","0","0","0","0","0","0","0","0","124","110","110","116","269","58.5","191","41.5","180","39.1","21","4.6","61","13.3","19","4.1","179","38.9","73","15.9","2","0.4","192","41.7","39.5%"
"02M412","N.Y.C. Lab School for Collaborative Studies","2013-14","599","0","0","0","0","0","0","0","0","0","0","162","136","173","128","333","55.6","266","44.4","171","28.5","45","7.5","96","16.0","22","3.7","265","44.2","92","15.4","4","0.7","220","36.7","No Data"
"02M412","N.Y.C. Lab School for Collaborative Studies","2014-15","587","0","0","0","0","0","0","0","0","0","0","134","155","133","165","324","55.2","263","44.8","162","27.6","35","6.0","91","15.5","29","4.9","270","46.0","88","15.0","1","0.2","210","35.8","31.6%"
"02M412","N.Y.C. Lab School for Collaborative Studies","2015-16","527","0","0","0","0","0","0","0","0","0","0","117","127","149","134","295","56.0","232","44.0","128","24.3","29","5.5","81","15.4","30","5.7","259","49.1","87","16.5","1","0.2","170","32.3","27.3%"
"02M412","N.Y.C. Lab School for Collaborative Studies","2016-17","531","0","0","0","0","0","0","0","0","0","0","129","122","129","151","286","53.9","245","46.1","113","21.3","29","5.5","78","14.7","40","7.5","271","51.0","95","17.9","2","0.4","151","28.4","24.8%"
"02M412","N.Y.C. Lab School for Collaborative Studies","2017-18","498","0","0","0","0","0","0","0","0","0","0","124","129","118","127","256","51.4","242","48.6","98","19.7","22","4.4","66","13.3","36","7.2","276","55.4","97","19.5","4","0.8","143","28.7","31.2%"
"02M413","School of the Future High School","2013-14","715","0","0","0","0","0","0","0","107","92","96","118","104","100","98","364","50.9","351","49.1","114","15.9","86","12.0","199","27.8","61","8.5","255","35.7","106","14.8","4","0.6","279","39.0","No Data"
"02M413","School of the Future High School","2014-15","713","0","0","0","0","0","0","0","101","101","93","112","113","99","94","362","50.8","351","49.2","104","14.6","74","10.4","216","30.3","64","9.0","255","35.8","108","15.1","5","0.7","269","37.7","35.4%"
"02M413","School of the Future High School","2015-16","747","0","0","0","0","0","0","0","112","94","102","123","110","110","96","373","49.9","374","50.1","113","15.1","83","11.1","216","28.9","61","8.2","274","36.7","137","18.3","6","0.8","270","36.1","33.5%"
"02M413","School of the Future High School","2016-17","763","0","0","0","0","0","0","0","111","107","89","119","119","111","107","373","48.9","390","51.1","119","15.6","87","11.4","213","27.9","61","8.0","283","37.1","154","20.2","8","1.0","257","33.7","32.7%"
"02M413","School of the Future High School","2017-18","750","0","0","0","0","0","0","0","104","105","103","108","116","113","101","358","47.7","392","52.3","128","17.1","83","11.1","198","26.4","68","9.1","273","36.4","157","20.9","13","1.7","292","38.9","41.4%"
"02M414","N.Y.C. Museum School","2013-14","462","0","0","0","0","0","0","0","0","0","0","128","127","110","97","265","57.4","197","42.6","143","31.0","58","12.6","187","40.5","12","2.6","62","13.4","32","6.9","5","1.1","349","75.5","No Data"
"02M414","N.Y.C. Museum School","2014-15","471","0","0","0","0","0","0","0","0","0","0","116","121","123","111","260","55.2","211","44.8","160","34.0","60","12.7","187","39.7","6","1.3","58","12.3","36","7.6","3","0.6","343","72.8","58.8%"
"02M414","N.Y.C. Museum School","2015-16","446","0","0","0","0","0","0","0","0","0","0","96","113","118","119","265","59.4","181","40.6","151","33.9","59","13.2","169","37.9","12","2.7","55","12.3","36","8.1","3","0.7","336","75.3","57.9%"
"02M414","N.Y.C. Museum School","2016-17","454","0","0","0","0","0","0","0","0","0","0","125","95","117","117","276","60.8","178","39.2","135","29.7","59","13.0","166","36.6","21","4.6","73","16.1","48","10.6","6","1.3","329","72.5","55.6%"
"02M414","N.Y.C. Museum School","2017-18","450","0","0","0","0","0","0","0","0","0","0","120","118","97","115","268","59.6","182","40.4","131","29.1","61","13.6","152","33.8","21","4.7","85","18.9","77","17.1","6","1.3","299","66.4","63.0%"
"02M416","Eleanor Roosevelt High School","2013-14","531","0","0","0","0","0","0","0","0","0","0","140","132","131","128","323","60.8","208","39.2","112","21.1","20","3.8","56","10.5","13","2.4","330","62.1","17","3.2","3","0.6","134","25.2","No Data"
"02M416","Eleanor Roosevelt High School","2014-15","541","0","0","0","0","0","0","0","0","0","0","131","140","141","129","322","59.5","219","40.5","109","20.1","24","4.4","59","10.9","17","3.1","332","61.4","32","5.9","0","0.0","133","24.6","21.0%"
"02M416","Eleanor Roosevelt High School","2015-16","554","0","0","0","0","0","0","0","0","0","0","125","144","147","138","328","59.2","226","40.8","119","21.5","22","4.0","47","8.5","22","4.0","344","62.1","43","7.8","1","0.2","121","21.8","18.6%"
"02M416","Eleanor Roosevelt High School","2016-17","543","0","0","0","0","0","0","0","0","0","0","130","125","142","146","328","60.4","215","39.6","111","20.4","22","4.1","59","10.9","7","1.3","344","63.4","62","11.4","0","0.0","117","21.5","19.4%"
"02M416","Eleanor Roosevelt High School","2017-18","541","0","0","0","0","0","0","0","0","0","0","133","136","130","142","327","60.4","214","39.6","91","16.8","18","3.3","66","12.2","19","3.5","347","64.1","78","14.4","0","0.0","115","21.3","22.9%"
"02M418","Millennium High School","2013-14","619","0","0","0","0","0","0","0","0","0","0","142","176","153","148","386","62.4","233","37.6","224","36.2","44","7.1","118","19.1","16","2.6","217","35.1","56","9.0","1","0.2","267","43.1","No Data"
"02M418","Millennium High School","2014-15","659","0","0","0","0","0","0","0","0","0","0","186","149","173","151","419","63.6","240","36.4","252","38.2","48","7.3","120","18.2","20","3.0","219","33.2","62","9.4","3","0.5","287","43.6","40.2%"
"02M418","Millennium High School","2015-16","641","0","0","0","0","0","0","0","0","0","0","140","186","144","171","416","64.9","225","35.1","257","40.1","42","6.6","119","18.6","25","3.9","198","30.9","68","10.6","5","0.8","287","44.8","40.5%"
"02M418","Millennium High School","2016-17","659","0","0","0","0","0","0","0","0","0","0","188","152","177","142","416","63.1","243","36.9","275","41.7","43","6.5","100","15.2","23","3.5","218","33.1","78","11.8","8","1.2","292","44.3","40.3%"
"02M418","Millennium High School","2017-18","666","0","0","0","0","0","0","0","0","0","0","174","178","141","173","416","62.5","250","37.5","300","45.0","36","5.4","88","13.2","33","5.0","209","31.4","81","12.2","6","0.9","310","46.5","47.6%"
"02M419","Landmark High School","2013-14","396","0","0","0","0","0","0","0","0","0","0","113","114","85","84","200","50.5","196","49.5","21","5.3","82","20.7","280","70.7","4","1.0","9","2.3","91","23.0","63","15.9","352","88.9","No Data"
"02M419","Landmark High School","2014-15","355","0","0","0","0","0","0","0","0","0","0","98","103","75","79","189","53.2","166","46.8","14","3.9","83","23.4","243","68.5","9","2.5","6","1.7","87","24.5","37","10.4","314","88.5","79.8%"
"02M419","Landmark High School","2015-16","370","0","0","0","0","0","0","0","0","0","0","125","87","81","77","207","55.9","163","44.1","8","2.2","113","30.5","232","62.7","10","2.7","7","1.9","91","24.6","28","7.6","318","85.9","77.5%"
"02M419","Landmark High School","2016-17","380","0","0","0","0","0","0","0","0","0","0","122","107","85","66","208","54.7","172","45.3","10","2.6","129","33.9","223","58.7","11","2.9","7","1.8","90","23.7","26","6.8","329","86.6","76.8%"
"02M419","Landmark High School","2017-18","348","0","0","0","0","0","0","0","0","0","0","81","94","100","73","189","54.3","159","45.7","11","3.2","116","33.3","206","59.2","6","1.7","9","2.6","81","23.3","23","6.6","307","88.2","84.8%"
"02M420","High School for Health Professions and Human Servi","2013-14","1706","0","0","0","0","0","0","0","0","0","0","457","487","408","354","1181","69.2","525","30.8","372","21.8","377","22.1","842","49.4","12","0.7","103","6.0","220","12.9","88","5.2","1099","64.4","No Data"
"02M420","High School for Health Professions and Human Servi","2014-15","1664","0","0","0","0","0","0","0","0","0","0","469","458","362","375","1170","70.3","494","29.7","373","22.4","314","18.9","848","51.0","8","0.5","121","7.3","207","12.4","71","4.3","1086","65.3","66.6%"
"02M420","High School for Health Professions and Human Servi","2015-16","1700","0","0","0","0","0","0","0","0","0","0","511","483","375","331","1195","70.3","505","29.7","351","20.6","308","18.1","901","53.0","14","0.8","126","7.4","221","13.0","107","6.3","1098","64.6","67.0%"
"02M420","High School for Health Professions and Human Servi","2016-17","1792","0","0","0","0","0","0","0","0","0","0","551","478","405","358","1252","69.9","540","30.1","358","20.0","303","16.9","950","53.0","36","2.0","145","8.1","237","13.2","120","6.7","1160","64.7","65.5%"
"02M420","High School for Health Professions and Human Servi","2017-18","1819","0","0","0","0","0","0","0","0","0","0","515","529","401","374","1294","71.1","525","28.9","386","21.2","292","16.1","972","53.4","32","1.8","137","7.5","237","13.0","99","5.4","1281","70.4","75.1%"
"02M422","Quest to Learn","2013-14","478","0","0","0","0","0","0","0","114","99","84","103","78","0","0","140","29.3","338","70.7","44","9.2","69","14.4","164","34.3","25","5.2","176","36.8","133","27.8","12","2.5","201","42.1","No Data"
"02M422","Quest to Learn","2014-15","564","0","0","0","0","0","0","0","94","110","95","93","95","77","0","162","28.7","402","71.3","54","9.6","87","15.4","204","36.2","28","5.0","191","33.9","176","31.2","13","2.3","239","42.4","39.2%"
"02M422","Quest to Learn","2016-17","643","0","0","0","0","0","0","0","90","95","90","137","82","79","70","204","31.7","439","68.3","71","11.0","130","20.2","260","40.4","36","5.6","146","22.7","211","32.8","17","2.6","348","54.1","49.2%"
"02M422","Quest to Learn","2017-18","586","0","0","0","0","0","0","0","54","74","94","103","117","79","65","216","36.9","370","63.1","63","10.8","129","22.0","250","42.7","25","4.3","119","20.3","175","29.9","16","2.7","401","68.4","62.6%"
"02M425","Leadership and Public Service High School","2013-14","685","0","0","0","0","0","0","0","0","0","0","242","188","137","118","381","55.6","304","44.4","37","5.4","185","27.0","420","61.3","14","2.0","29","4.2","128","18.7","44","6.4","540","78.8","No Data"
"02M425","Leadership and Public Service High School","2014-15","699","0","0","0","0","0","0","0","0","0","0","214","211","145","129","401","57.4","298","42.6","27","3.9","198","28.3","433","61.9","12","1.7","29","4.1","142","20.3","47","6.7","530","75.8","74.6%"
"02M425","Leadership and Public Service High School","2015-16","684","0","0","0","0","0","0","0","0","0","0","223","119","173","169","395","57.7","289","42.3","35","5.1","189","27.6","421","61.5","16","2.3","23","3.4","133","19.4","45","6.6","510","74.6","74.5%"
"02M425","Leadership and Public Service High School","2016-17","608","0","0","0","0","0","0","0","0","0","0","171","189","115","133","341","56.1","267","43.9","31","5.1","181","29.8","365","60.0","12","2.0","19","3.1","114","18.8","36","5.9","560","92.1","72.7%"
"02M425","Leadership and Public Service High School","2017-18","523","0","0","0","0","0","0","0","0","0","0","137","139","150","97","294","56.2","229","43.8","39","7.5","144","27.5","313","59.8","8","1.5","19","3.6","97","18.5","27","5.2","425","81.3","82.4%"
"02M427","MANHATTAN ACADEMY FOR ARTS & LANGUAGE","2013-14","312","0","0","0","0","0","0","0","0","0","0","82","126","40","64","153","49.0","159","51.0","10","3.2","19","6.1","278","89.1","0","0.0","5","1.6","16","5.1","256","82.1","280","89.7","No Data"
"02M427","MANHATTAN ACADEMY FOR ARTS & LANGUAGE","2014-15","334","0","0","0","0","0","0","0","0","0","0","117","102","45","70","169","50.6","165","49.4","9","2.7","16","4.8","304","91.0","0","0.0","5","1.5","11","3.3","262","78.4","285","85.3","90.3%"
"02M427","MANHATTAN ACADEMY FOR ARTS & LANGUAGE","2015-16","288","0","0","0","0","0","0","0","0","0","0","95","98","44","51","138","47.9","150","52.1","7","2.4","11","3.8","263","91.3","0","0.0","7","2.4","13","4.5","215","74.7","268","93.1","94.2%"
"02M427","MANHATTAN ACADEMY FOR ARTS & LANGUAGE","2016-17","288","0","0","0","0","0","0","0","0","0","0","87","99","60","42","132","45.8","156","54.2","8","2.8","11","3.8","262","91.0","0","0.0","7","2.4","22","7.6","214","74.3","272","94.4","90.3%"
"02M427","MANHATTAN ACADEMY FOR ARTS & LANGUAGE","2017-18","269","0","0","0","0","0","0","0","0","0","0","71","80","62","56","124","46.1","145","53.9","4","1.5","10","3.7","247","91.8","0","0.0","8","3.0","19","7.1","174","64.7","245","91.1","95.6%"
"02M432","Murray Hill Academy","2013-14","305","0","0","0","0","0","0","0","0","0","0","70","105","61","69","134","43.9","171","56.1","22","7.2","114","37.4","157","51.5","1","0.3","11","3.6","83","27.2","19","6.2","246","80.7","No Data"
"02M432","Murray Hill Academy","2014-15","283","0","0","0","0","0","0","0","0","0","0","69","90","69","55","134","47.3","149","52.7","19","6.7","93","32.9","155","54.8","4","1.4","12","4.2","73","25.8","11","3.9","226","79.9","67.8%"
"02M432","Murray Hill Academy","2015-16","290","0","0","0","0","0","0","0","0","0","0","91","82","57","60","139","47.9","151","52.1","20","6.9","95","32.8","154","53.1","5","1.7","16","5.5","66","22.8","10","3.4","238","82.1","69.9%"
"02M432","Murray Hill Academy","2016-17","315","0","0","0","0","0","0","0","0","0","0","113","102","49","51","162","51.4","153","48.6","18","5.7","98","31.1","171","54.3","8","2.5","20","6.3","82","26.0","17","5.4","251","79.7","70.5%"
"02M432","Murray Hill Academy","2017-18","317","0","0","0","0","0","0","0","0","0","0","105","114","58","40","161","50.8","156","49.2","24","7.6","99","31.2","168","53.0","10","3.2","16","5.0","76","24.0","18","5.7","263","83.0","79.0%"
"02M437","Hudson High School of Learning Technologies","2013-14","462","0","0","0","0","0","0","0","0","0","0","171","124","97","70","158","34.2","304","65.8","25","5.4","127","27.5","276","59.7","10","2.2","24","5.2","94","20.3","41","8.9","352","76.2","No Data"
"02M437","Hudson High School of Learning Technologies","2014-15","483","0","0","0","0","0","0","0","0","0","0","119","142","128","94","161","33.3","322","66.7","31","6.4","142","29.4","287","59.4","8","1.7","15","3.1","107","22.2","42","8.7","392","81.2","75.1%"
"02M437","Hudson High School of Learning Technologies","2015-16","501","0","0","0","0","0","0","0","0","0","0","142","110","120","129","169","33.7","332","66.3","31","6.2","140","27.9","303","60.5","11","2.2","16","3.2","110","22.0","46","9.2","415","82.8","74.4%"
"02M437","Hudson High School of Learning Technologies","2016-17","483","0","0","0","0","0","0","0","0","0","0","123","130","101","129","153","31.7","330","68.3","34","7.0","142","29.4","279","57.8","11","2.3","17","3.5","116","24.0","45","9.3","422","87.4","72.5%"
"02M437","Hudson High School of Learning Technologies","2017-18","476","0","0","0","0","0","0","0","0","0","0","121","128","118","109","153","32.1","323","67.9","31","6.5","136","28.6","277","58.2","13","2.7","19","4.0","117","24.6","47","9.9","399","83.8","81.7%"
"02M438","International High School at Union Square","2013-14","339","0","0","0","0","0","0","0","0","0","0","73","102","77","87","143","42.2","196","57.8","131","38.6","40","11.8","142","41.9","0","0.0","26","7.7","16","4.7","305","90.0","296","87.3","No Data"
"02M438","International High School at Union Square","2014-15","353","0","0","0","0","0","0","0","0","0","0","68","100","87","98","155","43.9","198","56.1","108","30.6","50","14.2","160","45.3","0","0.0","35","9.9","17","4.8","305","86.4","310","87.8","94.0%"
"02M438","International High School at Union Square","2015-16","356","0","0","0","0","0","0","0","0","0","0","66","91","95","104","163","45.8","193","54.2","94","26.4","54","15.2","172","48.3","0","0.0","36","10.1","13","3.7","297","83.4","318","89.3","94.3%"
"02M438","International High School at Union Square","2016-17","362","0","0","0","0","0","0","0","0","0","0","103","97","76","86","156","43.1","206","56.9","74","20.4","73","20.2","185","51.1","1","0.3","29","8.0","12","3.3","303","83.7","322","89.0","94.6%"
"02M438","International High School at Union Square","2017-18","360","0","0","0","0","0","0","0","0","0","0","82","101","88","89","152","42.2","208","57.8","65","18.1","66","18.3","196","54.4","2","0.6","31","8.6","12","3.3","301","83.6","286","79.4","97.7%"
"02M439","Manhattan Village Academy","2013-14","414","0","0","0","0","0","0","0","0","0","0","104","103","88","119","277","66.9","137","33.1","26","6.3","51","12.3","301","72.7","9","2.2","27","6.5","41","9.9","16","3.9","312","75.4","No Data"
"02M439","Manhattan Village Academy","2014-15","415","0","0","0","0","0","0","0","0","0","0","130","103","100","82","280","67.5","135","32.5","30","7.2","40","9.6","279","67.2","36","8.7","30","7.2","47","11.3","11","2.7","315","75.9","60.2%"
"02M439","Manhattan Village Academy","2015-16","441","0","0","0","0","0","0","0","0","0","0","116","130","97","98","284","64.4","157","35.6","29","6.6","53","12.0","272","61.7","50","11.3","37","8.4","62","14.1","5","1.1","326","73.9","61.1%"
"02M439","Manhattan Village Academy","2016-17","432","0","0","0","0","0","0","0","0","0","0","99","112","131","90","275","63.7","157","36.3","31","7.2","49","11.3","258","59.7","60","13.9","34","7.9","65","15.0","7","1.6","329","76.2","63.0%"
"02M439","Manhattan Village Academy","2017-18","456","0","0","0","0","0","0","0","0","0","0","106","114","110","126","273","59.9","183","40.1","41","9.0","62","13.6","308","67.5","6","1.3","39","8.6","71","15.6","8","1.8","352","77.2","68.4%"
"02M442","Ballet Tech, NYC Public School for Dance","2013-14","149","0","0","0","0","0","45","35","24","21","24","0","0","0","0","89","59.7","60","40.3","59","39.6","40","26.8","27","18.1","4","2.7","19","12.8","4","2.7","2","1.3","92","61.7","No Data"
"02M442","Ballet Tech, NYC Public School for Dance","2014-15","150","0","0","0","0","0","43","43","21","22","21","0","0","0","0","85","56.7","65","43.3","56","37.3","36","24.0","24","16.0","5","3.3","29","19.3","3","2.0","1","0.7","95","63.3","45.6%"
"02M442","Ballet Tech, NYC Public School for Dance","2015-16","152","0","0","0","0","0","40","44","25","20","23","0","0","0","0","81","53.3","71","46.7","55","36.2","38","25.0","24","15.8","6","3.9","29","19.1","5","3.3","0","0.0","85","55.9","44.6%"
"02M442","Ballet Tech, NYC Public School for Dance","2016-17","150","0","0","0","0","0","39","41","24","26","20","0","0","0","0","81","54.0","69","46.0","45","30.0","44","29.3","26","17.3","7","4.7","28","18.7","5","3.3","3","2.0","83","55.3","41.1%"
"02M442","Ballet Tech, NYC Public School for Dance","2017-18","141","0","0","0","0","0","37","37","19","23","25","0","0","0","0","70","49.6","71","50.4","45","31.9","27","19.1","30","21.3","8","5.7","31","22.0","6","4.3","2","1.4","75","53.2","43.9%"
"02M449","Vanguard High School","2013-14","469","0","0","0","0","0","0","0","0","0","0","154","105","106","104","250","53.3","219","46.7","46","9.8","121","25.8","268","57.1","10","2.1","24","5.1","101","21.5","28","6.0","362","77.2","No Data"
"02M449","Vanguard High School","2014-15","486","0","0","0","0","0","0","0","0","0","0","159","127","86","114","262","53.9","224","46.1","36","7.4","131","27.0","280","57.6","16","3.3","23","4.7","106","21.8","38","7.8","367","75.5","67.8%"
"02M449","Vanguard High School","2015-16","461","0","0","0","0","0","0","0","0","0","0","124","140","107","90","250","54.2","211","45.8","27","5.9","116","25.2","268","58.1","20","4.3","30","6.5","102","22.1","29","6.3","341","74.0","65.2%"
"02M449","Vanguard High School","2016-17","459","0","0","0","0","0","0","0","0","0","0","131","115","112","101","234","51.0","225","49.0","24","5.2","116","25.3","281","61.2","18","3.9","20","4.4","109","23.7","22","4.8","350","76.3","69.2%"
"02M449","Vanguard High School","2017-18","446","0","0","0","0","0","0","0","0","0","0","124","117","94","111","232","52.0","214","48.0","20","4.5","123","27.6","263","59.0","16","3.6","24","5.4","106","23.8","16","3.6","360","80.7","78.5%"
"02M459","Manhattan International High School","2013-14","331","0","0","0","0","0","0","0","0","0","0","95","98","67","71","173","52.3","158","47.7","116","35.0","54","16.3","116","35.0","2","0.6","43","13.0","9","2.7","256","77.3","207","62.5","No Data"
"02M459","Manhattan International High School","2014-15","343","0","0","0","0","0","0","0","0","0","0","91","88","94","70","170","49.6","173","50.4","101","29.4","57","16.6","141","41.1","2","0.6","42","12.2","14","4.1","263","76.7","205","59.8","90.9%"
"02M459","Manhattan International High School","2015-16","342","0","0","0","0","0","0","0","0","0","0","92","91","79","80","158","46.2","184","53.8","84","24.6","54","15.8","162","47.4","1","0.3","41","12.0","14","4.1","230","67.3","180","52.6","91.5%"
"02M459","Manhattan International High School","2016-17","331","0","0","0","0","0","0","0","0","0","0","89","95","78","69","153","46.2","178","53.8","65","19.6","51","15.4","175","52.9","1","0.3","39","11.8","13","3.9","236","71.3","161","48.6","90.1%"
"02M459","Manhattan International High School","2017-18","337","0","0","0","0","0","0","0","0","0","0","90","90","81","76","151","44.8","186","55.2","59","17.5","50","14.8","181","53.7","1","0.3","46","13.6","9","2.7","231","68.5","278","82.5","93.7%"
"02M475","Stuyvesant High School","2013-14","3292","0","0","0","0","0","0","0","0","0","0","847","817","810","818","1330","40.4","1962","59.6","2409","73.2","33","1.0","77","2.3","60","1.8","713","21.7","24","0.7","2","0.1","1555","47.2","No Data"
"02M475","Stuyvesant High School","2014-15","3296","0","0","0","0","0","0","0","0","0","0","836","849","806","805","1359","41.2","1937","58.8","2417","73.3","28","0.8","85","2.6","92","2.8","674","20.4","17","0.5","2","0.1","1500","45.5","32.8%"
"02M475","Stuyvesant High School","2015-16","3327","0","0","0","0","0","0","0","0","0","0","841","842","842","802","1419","42.7","1908","57.3","2443","73.4","20","0.6","88","2.6","142","4.3","634","19.1","18","0.5","0","0.0","1434","43.1","32.6%"
"02M475","Stuyvesant High School","2016-17","3365","0","0","0","0","0","0","0","0","0","0","851","847","834","833","1455","43.2","1910","56.8","2507","74.5","21","0.6","82","2.4","153","4.5","602","17.9","20","0.6","1","0.0","1526","45.3","32.3%"
"02M475","Stuyvesant High School","2017-18","3336","0","0","0","0","0","0","0","0","0","0","823","857","828","828","1428","42.8","1906","57.1","2451","73.5","24","0.7","92","2.8","174","5.2","595","17.8","14","0.4","0","0.0","1477","44.3","41.8%"
"02M489","High School of Economics and Finance","2013-14","767","0","0","0","0","0","0","0","0","0","0","240","202","191","134","326","42.5","441","57.5","186","24.3","167","21.8","351","45.8","6","0.8","57","7.4","115","15.0","61","8.0","610","79.5","No Data"
"02M489","High School of Economics and Finance","2014-15","796","0","0","0","0","0","0","0","0","0","0","250","199","164","183","347","43.6","449","56.4","173","21.7","177","22.2","382","48.0","7","0.9","57","7.2","114","14.3","48","6.0","632","79.4","66.7%"
"02M489","High School of Economics and Finance","2015-16","761","0","0","0","0","0","0","0","0","0","0","220","215","159","167","309","40.6","452","59.4","169","22.2","168","22.1","359","47.2","7","0.9","58","7.6","139","18.3","39","5.1","586","77.0","64.5%"
"02M489","High School of Economics and Finance","2016-17","762","0","0","0","0","0","0","0","0","0","0","226","197","181","158","320","42.0","442","58.0","164","21.5","191","25.1","340","44.6","11","1.4","56","7.3","141","18.5","42","5.5","596","78.2","64.6%"
"02M489","High School of Economics and Finance","2017-18","738","0","0","0","0","0","0","0","0","0","0","219","210","144","165","302","40.9","436","59.1","160","21.7","175","23.7","331","44.9","18","2.4","54","7.3","147","19.9","48","6.5","592","80.2","75.6%"
"02M500","Unity Center for Urban Technologies","2013-14","255","0","0","0","0","0","0","0","0","0","0","91","89","34","41","93","36.5","162","63.5","24","9.4","73","28.6","141","55.3","4","1.6","13","5.1","67","26.3","20","7.8","232","91.0","No Data"
"02M500","Unity Center for Urban Technologies","2014-15","284","0","0","0","0","0","0","0","0","0","0","91","80","71","42","100","35.2","184","64.8","17","6.0","78","27.5","167","58.8","8","2.8","14","4.9","68","23.9","19","6.7","254","89.4","76.1%"
"02M500","Unity Center for Urban Technologies","2015-16","301","0","0","0","0","0","0","0","0","0","0","89","87","55","70","99","32.9","202","67.1","16","5.3","80","26.6","188","62.5","6","2.0","11","3.7","76","25.2","23","7.6","265","88.0","77.7%"
"02M500","Unity Center for Urban Technologies","2016-17","261","0","0","0","0","0","0","0","0","0","0","68","77","59","57","83","31.8","178","68.2","10","3.8","77","29.5","158","60.5","8","3.1","8","3.1","73","28.0","23","8.8","238","91.2","73.6%"
"02M500","Unity Center for Urban Technologies","2017-18","255","0","0","0","0","0","0","0","0","0","0","73","60","61","61","75","29.4","180","70.6","10","3.9","75","29.4","151","59.2","11","4.3","8","3.1","63","24.7","20","7.8","227","89.0","83.0%"
